name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.7,131,3.9,3.685955047607422
Benjamin White,Arsenal,DEF,6.0,167,5.1,3.685955047607422
William Saliba,Arsenal,DEF,5.9,146,4.3,3.685955047607422
Pedro Porro,Spurs,DEF,5.8,110,3.8,3.685955047607422
Kyle Walker,Man City,DEF,5.3,98,3.6,3.685955047607422
Mohamed Salah,Liverpool,MID,13.6,189,6.8,3.685955047607422
Son Heung-min,Spurs,MID,9.9,186,6.4,3.685955047607422
Michael Olise,Crystal Palace,MID,5.6,89,5.9,3.685955047607422
Anthony Gordon,Newcastle,MID,6.2,159,5.1,3.685955047607422
Chris Wood,Nott'm Forest,FWD,4.8,112,4.1,3.685955047607422
Darwin Núñez Ribeiro,Liverpool,FWD,7.7,128,4.0,3.685955047607422
