name,team,position,value,total_points,points_per_game,elapsed
David Raya Martin,Arsenal,GK,5.2,121,4.3,4.1646833419799805
Trent Alexander-Arnold,Liverpool,DEF,8.4,114,4.8,4.1646833419799805
Fabian Schär,Newcastle,DEF,5.7,121,3.7,4.1646833419799805
Manuel Akanji,Man City,DEF,5.0,88,3.5,4.1646833419799805
Cristian Romero,Spurs,DEF,5.1,91,3.4,4.1646833419799805
Mohamed Salah,Liverpool,MID,13.6,189,6.8,4.1646833419799805
Phil Foden,Man City,MID,8.3,199,6.4,4.1646833419799805
Bryan Mbeumo,Brentford,MID,6.8,109,5.2,4.1646833419799805
Pascal Groß,Brighton,MID,6.2,143,4.6,4.1646833419799805
Rodrigo Muniz Carvalho,Fulham,FWD,4.5,86,3.9,4.1646833419799805
Nicolas Jackson,Chelsea,FWD,6.9,109,3.8,4.1646833419799805
