name,team,position,value,total_points,points_per_game,elapsed
Alphonse Areola,West Ham,GK,4.2,106,3.9,3.562044382095337
Benjamin White,Arsenal,DEF,6.0,167,5.1,3.562044382095337
Fabian Schär,Newcastle,DEF,5.7,121,3.7,3.562044382095337
Manuel Akanji,Man City,DEF,5.0,88,3.5,3.562044382095337
John Stones,Man City,DEF,5.3,52,3.5,3.562044382095337
Mohamed Salah,Liverpool,MID,13.6,189,6.8,3.562044382095337
Bukayo Saka,Arsenal,MID,9.0,202,6.3,3.562044382095337
Kevin De Bruyne,Man City,MID,10.4,71,5.5,3.562044382095337
Anthony Gordon,Newcastle,MID,6.2,159,5.1,3.562044382095337
Jean-Philippe Mateta,Crystal Palace,FWD,5.1,128,4.1,3.562044382095337
Carlton Morris,Luton,FWD,4.8,131,3.9,3.562044382095337
