name,team,position,value,total_points,points_per_game,elapsed
Alphonse Areola,West Ham,GK,4.2,106,3.9,5.914464473724365
Trent Alexander-Arnold,Liverpool,DEF,8.4,114,4.8,5.914464473724365
William Saliba,Arsenal,DEF,5.9,146,4.3,5.914464473724365
Fabian Schär,Newcastle,DEF,5.7,121,3.7,5.914464473724365
Manuel Akanji,Man City,DEF,5.0,88,3.5,5.914464473724365
Mohamed Salah,Liverpool,MID,13.6,189,6.8,5.914464473724365
Michael Olise,Crystal Palace,MID,5.6,89,5.9,5.914464473724365
Martin Ødegaard,Arsenal,MID,8.6,168,5.4,5.914464473724365
James Maddison,Spurs,MID,7.8,101,4.6,5.914464473724365
Dominic Solanke,Bournemouth,FWD,7.3,164,4.8,5.914464473724365
Chris Wood,Nott'm Forest,FWD,4.8,112,4.1,5.914464473724365
