name,team,position,value,total_points,points_per_game,elapsed
Alphonse Areola,West Ham,GK,4.2,106,3.9,3.4773385524749756
Benjamin White,Arsenal,DEF,6.0,167,5.1,3.4773385524749756
Trent Alexander-Arnold,Liverpool,DEF,8.4,114,4.8,3.4773385524749756
Fabian Schär,Newcastle,DEF,5.7,121,3.7,3.4773385524749756
Jakub Kiwior,Arsenal,DEF,4.3,65,3.6,3.4773385524749756
Cole Palmer,Chelsea,MID,6.2,207,7.4,3.4773385524749756
Mohamed Salah,Liverpool,MID,13.6,189,6.8,3.4773385524749756
Michael Olise,Crystal Palace,MID,5.6,89,5.9,3.4773385524749756
Kevin De Bruyne,Man City,MID,10.4,71,5.5,3.4773385524749756
David Datro Fofana,Burnley,FWD,5.0,47,3.9,3.4773385524749756
Nicolas Jackson,Chelsea,FWD,6.9,109,3.8,3.4773385524749756
