name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.7,131,3.9,3.6022050380706787
Benjamin White,Arsenal,DEF,6.0,167,5.1,3.6022050380706787
Trent Alexander-Arnold,Liverpool,DEF,8.4,114,4.8,3.6022050380706787
William Saliba,Arsenal,DEF,5.9,146,4.3,3.6022050380706787
Nathan Aké,Man City,DEF,5.0,89,3.6,3.6022050380706787
Son Heung-min,Spurs,MID,9.9,186,6.4,3.6022050380706787
Michael Olise,Crystal Palace,MID,5.6,89,5.9,3.6022050380706787
Bruno Borges Fernandes,Man Utd,MID,8.4,157,4.9,3.6022050380706787
Pascal Groß,Brighton,MID,6.2,143,4.6,3.6022050380706787
Alexander Isak,Newcastle,FWD,8.2,134,5.4,3.6022050380706787
Darwin Núñez Ribeiro,Liverpool,FWD,7.7,128,4.0,3.6022050380706787
