name,team,position,value,total_points,points_per_game,elapsed
Alphonse Areola,West Ham,GK,4.2,106,3.9,3.67868709564209
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,133,4.2,3.67868709564209
Fabian Schär,Newcastle,DEF,5.7,121,3.7,3.67868709564209
Jakub Kiwior,Arsenal,DEF,4.3,65,3.6,3.67868709564209
Kyle Walker,Man City,DEF,5.3,98,3.6,3.67868709564209
Cole Palmer,Chelsea,MID,6.2,207,7.4,3.67868709564209
Mohamed Salah,Liverpool,MID,13.6,189,6.8,3.67868709564209
Son Heung-min,Spurs,MID,9.9,186,6.4,3.67868709564209
Martin Ødegaard,Arsenal,MID,8.6,168,5.4,3.67868709564209
Dominic Solanke,Bournemouth,FWD,7.3,164,4.8,3.67868709564209
Julián Álvarez,Man City,FWD,6.4,145,4.5,3.67868709564209
