name,team,position,value,total_points,points_per_game,elapsed
Alisson Ramses Becker,Liverpool,GK,5.7,95,4.0,3.592304229736328
Benjamin White,Arsenal,DEF,6.0,167,5.1,3.592304229736328
Fabian Schär,Newcastle,DEF,5.7,121,3.7,3.592304229736328
Nathan Aké,Man City,DEF,5.0,89,3.6,3.592304229736328
Manuel Akanji,Man City,DEF,5.0,88,3.5,3.592304229736328
Son Heung-min,Spurs,MID,9.9,186,6.4,3.592304229736328
Kevin De Bruyne,Man City,MID,10.4,71,5.5,3.592304229736328
Bryan Mbeumo,Brentford,MID,6.8,109,5.2,3.592304229736328
Bruno Borges Fernandes,Man Utd,MID,8.4,157,4.9,3.592304229736328
Dominic Solanke,Bournemouth,FWD,7.3,164,4.8,3.592304229736328
Darwin Núñez Ribeiro,Liverpool,FWD,7.7,128,4.0,3.592304229736328
