name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.7,131,3.9,3.645576000213623
Trent Alexander-Arnold,Liverpool,DEF,8.4,114,4.8,3.645576000213623
Fabian Schär,Newcastle,DEF,5.7,121,3.7,3.645576000213623
Jakub Kiwior,Arsenal,DEF,4.3,65,3.6,3.645576000213623
Rico Lewis,Man City,DEF,4.2,51,3.4,3.645576000213623
Cole Palmer,Chelsea,MID,6.2,207,7.4,3.645576000213623
Mohamed Salah,Liverpool,MID,13.6,189,6.8,3.645576000213623
Michael Olise,Crystal Palace,MID,5.6,89,5.9,3.645576000213623
Bruno Borges Fernandes,Man Utd,MID,8.4,157,4.9,3.645576000213623
Ollie Watkins,Aston Villa,FWD,9.0,217,6.6,3.645576000213623
Dominic Solanke,Bournemouth,FWD,7.3,164,4.8,3.645576000213623
