name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.7,131,3.9,3.740826368331909
William Saliba,Arsenal,DEF,5.9,146,4.3,3.740826368331909
Pedro Porro,Spurs,DEF,5.8,110,3.8,3.740826368331909
Fabian Schär,Newcastle,DEF,5.7,121,3.7,3.740826368331909
John Stones,Man City,DEF,5.3,52,3.5,3.740826368331909
Cole Palmer,Chelsea,MID,6.2,207,7.4,3.740826368331909
Mohamed Salah,Liverpool,MID,13.6,189,6.8,3.740826368331909
Phil Foden,Man City,MID,8.3,199,6.4,3.740826368331909
Michael Olise,Crystal Palace,MID,5.6,89,5.9,3.740826368331909
Ollie Watkins,Aston Villa,FWD,9.0,217,6.6,3.740826368331909
Rodrigo Muniz Carvalho,Fulham,FWD,4.5,86,3.9,3.740826368331909
