name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.7,131,3.9,0.3107719421386719
Pedro Porro,Spurs,DEF,5.8,110,3.8,0.3107719421386719
Fabian Schär,Newcastle,DEF,5.7,121,3.7,0.3107719421386719
Jakub Kiwior,Arsenal,DEF,4.3,65,3.6,0.3107719421386719
Cristian Romero,Spurs,DEF,5.1,91,3.4,0.3107719421386719
Cole Palmer,Chelsea,MID,6.2,207,7.4,0.3107719421386719
Bukayo Saka,Arsenal,MID,9.0,202,6.3,0.3107719421386719
Kevin De Bruyne,Man City,MID,10.4,71,5.5,0.3107719421386719
Douglas Luiz Soares de Paulo,Aston Villa,MID,5.4,142,4.6,0.3107719421386719
Ollie Watkins,Aston Villa,FWD,9.0,217,6.6,0.3107719421386719
Jean-Philippe Mateta,Crystal Palace,FWD,5.1,128,4.1,0.3107719421386719
