name,team,position,value,total_points,points_per_game,elapsed
Alphonse Areola,West Ham,GK,4.2,106,3.9,0.3056914806365967
William Saliba,Arsenal,DEF,5.9,146,4.3,0.3056914806365967
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,133,4.2,0.3056914806365967
Rico Lewis,Man City,DEF,4.2,51,3.4,0.3056914806365967
Cristian Romero,Spurs,DEF,5.1,91,3.4,0.3056914806365967
Phil Foden,Man City,MID,8.3,199,6.4,0.3056914806365967
Martin Ødegaard,Arsenal,MID,8.6,168,5.4,0.3056914806365967
Bryan Mbeumo,Brentford,MID,6.8,109,5.2,0.3056914806365967
Anthony Gordon,Newcastle,MID,6.2,159,5.1,0.3056914806365967
Alexander Isak,Newcastle,FWD,8.2,134,5.4,0.3056914806365967
Chris Wood,Nott'm Forest,FWD,4.8,112,4.1,0.3056914806365967
