name,team,position,value,total_points,points_per_game,elapsed
Alisson Ramses Becker,Liverpool,GK,5.7,95,4.0,0.30632972717285156
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,133,4.2,0.30632972717285156
Pedro Porro,Spurs,DEF,5.8,110,3.8,0.30632972717285156
Fabian Schär,Newcastle,DEF,5.7,121,3.7,0.30632972717285156
Kyle Walker,Man City,DEF,5.3,98,3.6,0.30632972717285156
Phil Foden,Man City,MID,8.3,199,6.4,0.30632972717285156
Bukayo Saka,Arsenal,MID,9.0,202,6.3,0.30632972717285156
Michael Olise,Crystal Palace,MID,5.6,89,5.9,0.30632972717285156
Douglas Luiz Soares de Paulo,Aston Villa,MID,5.4,142,4.6,0.30632972717285156
Dominic Solanke,Bournemouth,FWD,7.3,164,4.8,0.30632972717285156
Chris Wood,Nott'm Forest,FWD,4.8,112,4.1,0.30632972717285156
