name,team,position,value,total_points,points_per_game,elapsed
Alphonse Areola,West Ham,GK,4.2,106,3.9,0.3058924674987793
Benjamin White,Arsenal,DEF,6.0,167,5.1,0.3058924674987793
William Saliba,Arsenal,DEF,5.9,146,4.3,0.3058924674987793
Fabian Schär,Newcastle,DEF,5.7,121,3.7,0.3058924674987793
John Stones,Man City,DEF,5.3,52,3.5,0.3058924674987793
Cole Palmer,Chelsea,MID,6.2,207,7.4,0.3058924674987793
Phil Foden,Man City,MID,8.3,199,6.4,0.3058924674987793
Michael Olise,Crystal Palace,MID,5.6,89,5.9,0.3058924674987793
Martin Ødegaard,Arsenal,MID,8.6,168,5.4,0.3058924674987793
Dominic Solanke,Bournemouth,FWD,7.3,164,4.8,0.3058924674987793
Jean-Philippe Mateta,Crystal Palace,FWD,5.1,128,4.1,0.3058924674987793
