name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.7,131,3.9,0.30762290954589844
Benjamin White,Arsenal,DEF,6.0,167,5.1,0.30762290954589844
William Saliba,Arsenal,DEF,5.9,146,4.3,0.30762290954589844
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,133,4.2,0.30762290954589844
Pedro Porro,Spurs,DEF,5.8,110,3.8,0.30762290954589844
Cole Palmer,Chelsea,MID,6.2,207,7.4,0.30762290954589844
Phil Foden,Man City,MID,8.3,199,6.4,0.30762290954589844
Bryan Mbeumo,Brentford,MID,6.8,109,5.2,0.30762290954589844
Douglas Luiz Soares de Paulo,Aston Villa,MID,5.4,142,4.6,0.30762290954589844
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,121,4.3,0.30762290954589844
Darwin Núñez Ribeiro,Liverpool,FWD,7.7,128,4.0,0.30762290954589844
