name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.7,131,3.9,0.30866360664367676
Pedro Porro,Spurs,DEF,5.8,110,3.8,0.30866360664367676
Jakub Kiwior,Arsenal,DEF,4.3,65,3.6,0.30866360664367676
Kyle Walker,Man City,DEF,5.3,98,3.6,0.30866360664367676
Manuel Akanji,Man City,DEF,5.0,88,3.5,0.30866360664367676
Cole Palmer,Chelsea,MID,6.2,207,7.4,0.30866360664367676
Mohamed Salah,Liverpool,MID,13.6,189,6.8,0.30866360664367676
Michael Olise,Crystal Palace,MID,5.6,89,5.9,0.30866360664367676
Martin Ødegaard,Arsenal,MID,8.6,168,5.4,0.30866360664367676
Ollie Watkins,Aston Villa,FWD,9.0,217,6.6,0.30866360664367676
Chris Wood,Nott'm Forest,FWD,4.8,112,4.1,0.30866360664367676
