name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.7,131,3.9,30.581591844558716
Benjamin White,Arsenal,DEF,6.0,167,5.1,30.581591844558716
Fabian Schär,Newcastle,DEF,5.7,121,3.7,30.581591844558716
Jakub Kiwior,Arsenal,DEF,4.3,65,3.6,30.581591844558716
Kyle Walker,Man City,DEF,5.3,98,3.6,30.581591844558716
Cole Palmer,Chelsea,MID,6.2,207,7.4,30.581591844558716
Mohamed Salah,Liverpool,MID,13.6,189,6.8,30.581591844558716
Son Heung-min,Spurs,MID,9.9,186,6.4,30.581591844558716
Michael Olise,Crystal Palace,MID,5.6,89,5.9,30.581591844558716
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,121,4.3,30.581591844558716
Carlton Morris,Luton,FWD,4.8,131,3.9,30.581591844558716
