name,team,position,value,total_points,points_per_game,elapsed
David Raya Martin,Arsenal,GK,5.2,121,4.3,30.47371792793274
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,133,4.2,30.47371792793274
Pedro Porro,Spurs,DEF,5.8,110,3.8,30.47371792793274
Fabian Schär,Newcastle,DEF,5.7,121,3.7,30.47371792793274
Rico Lewis,Man City,DEF,4.2,51,3.4,30.47371792793274
Mohamed Salah,Liverpool,MID,13.6,189,6.8,30.47371792793274
Son Heung-min,Spurs,MID,9.9,186,6.4,30.47371792793274
Michael Olise,Crystal Palace,MID,5.6,89,5.9,30.47371792793274
Bruno Borges Fernandes,Man Utd,MID,8.4,157,4.9,30.47371792793274
Dominic Solanke,Bournemouth,FWD,7.3,164,4.8,30.47371792793274
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,121,4.3,30.47371792793274
