name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.7,131,3.9,30.694350719451904
Benjamin White,Arsenal,DEF,6.0,167,5.1,30.694350719451904
Trent Alexander-Arnold,Liverpool,DEF,8.4,114,4.8,30.694350719451904
Fabian Schär,Newcastle,DEF,5.7,121,3.7,30.694350719451904
Jakub Kiwior,Arsenal,DEF,4.3,65,3.6,30.694350719451904
Cole Palmer,Chelsea,MID,6.2,207,7.4,30.694350719451904
Mohamed Salah,Liverpool,MID,13.6,189,6.8,30.694350719451904
Martin Ødegaard,Arsenal,MID,8.6,168,5.4,30.694350719451904
Bryan Mbeumo,Brentford,MID,6.8,109,5.2,30.694350719451904
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,121,4.3,30.694350719451904
Chris Wood,Nott'm Forest,FWD,4.8,112,4.1,30.694350719451904
