name,team,position,value,total_points,points_per_game,elapsed
Alphonse Areola,West Ham,GK,4.2,106,3.9,30.189853191375732
Trent Alexander-Arnold,Liverpool,DEF,8.4,114,4.8,30.189853191375732
Fabian Schär,Newcastle,DEF,5.7,121,3.7,30.189853191375732
Nathan Aké,Man City,DEF,5.0,89,3.6,30.189853191375732
Manuel Akanji,Man City,DEF,5.0,88,3.5,30.189853191375732
Cole Palmer,Chelsea,MID,6.2,207,7.4,30.189853191375732
Mohamed Salah,Liverpool,MID,13.6,189,6.8,30.189853191375732
Martin Ødegaard,Arsenal,MID,8.6,168,5.4,30.189853191375732
Bryan Mbeumo,Brentford,MID,6.8,109,5.2,30.189853191375732
Dominic Solanke,Bournemouth,FWD,7.3,164,4.8,30.189853191375732
Jean-Philippe Mateta,Crystal Palace,FWD,5.1,128,4.1,30.189853191375732
