name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.7,131,3.9,30.4186270236969
Benjamin White,Arsenal,DEF,6.0,167,5.1,30.4186270236969
Trent Alexander-Arnold,Liverpool,DEF,8.4,114,4.8,30.4186270236969
Fabian Schär,Newcastle,DEF,5.7,121,3.7,30.4186270236969
Jakub Kiwior,Arsenal,DEF,4.3,65,3.6,30.4186270236969
Mohamed Salah,Liverpool,MID,13.6,189,6.8,30.4186270236969
Michael Olise,Crystal Palace,MID,5.6,89,5.9,30.4186270236969
Kevin De Bruyne,Man City,MID,10.4,71,5.5,30.4186270236969
Bryan Mbeumo,Brentford,MID,6.8,109,5.2,30.4186270236969
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,121,4.3,30.4186270236969
David Datro Fofana,Burnley,FWD,5.0,47,3.9,30.4186270236969
