name,team,position,value,total_points,points_per_game,elapsed
Alisson Ramses Becker,Liverpool,GK,5.7,95,4.0,30.400419235229492
Benjamin White,Arsenal,DEF,6.0,167,5.1,30.400419235229492
Fabian Schär,Newcastle,DEF,5.7,121,3.7,30.400419235229492
Kyle Walker,Man City,DEF,5.3,98,3.6,30.400419235229492
Manuel Akanji,Man City,DEF,5.0,88,3.5,30.400419235229492
Cole Palmer,Chelsea,MID,6.2,207,7.4,30.400419235229492
Mohamed Salah,Liverpool,MID,13.6,189,6.8,30.400419235229492
Son Heung-min,Spurs,MID,9.9,186,6.4,30.400419235229492
Bruno Borges Fernandes,Man Utd,MID,8.4,157,4.9,30.400419235229492
Ollie Watkins,Aston Villa,FWD,9.0,217,6.6,30.400419235229492
Rodrigo Muniz Carvalho,Fulham,FWD,4.5,86,3.9,30.400419235229492
