name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.7,131,3.9,30.549017667770386
Benjamin White,Arsenal,DEF,6.0,167,5.1,30.549017667770386
William Saliba,Arsenal,DEF,5.9,146,4.3,30.549017667770386
Pedro Porro,Spurs,DEF,5.8,110,3.8,30.549017667770386
Fabian Schär,Newcastle,DEF,5.7,121,3.7,30.549017667770386
Cole Palmer,Chelsea,MID,6.2,207,7.4,30.549017667770386
Mohamed Salah,Liverpool,MID,13.6,189,6.8,30.549017667770386
Son Heung-min,Spurs,MID,9.9,186,6.4,30.549017667770386
Martin Ødegaard,Arsenal,MID,8.6,168,5.4,30.549017667770386
Chris Wood,Nott'm Forest,FWD,4.8,112,4.1,30.549017667770386
Jean-Philippe Mateta,Crystal Palace,FWD,5.1,128,4.1,30.549017667770386
