name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.7,131,3.9,30.530303478240967
Trent Alexander-Arnold,Liverpool,DEF,8.4,114,4.8,30.530303478240967
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,133,4.2,30.530303478240967
Fabian Schär,Newcastle,DEF,5.7,121,3.7,30.530303478240967
Kyle Walker,Man City,DEF,5.3,98,3.6,30.530303478240967
Mohamed Salah,Liverpool,MID,13.6,189,6.8,30.530303478240967
Son Heung-min,Spurs,MID,9.9,186,6.4,30.530303478240967
Michael Olise,Crystal Palace,MID,5.6,89,5.9,30.530303478240967
Douglas Luiz Soares de Paulo,Aston Villa,MID,5.4,142,4.6,30.530303478240967
Alexander Isak,Newcastle,FWD,8.2,134,5.4,30.530303478240967
Dominic Solanke,Bournemouth,FWD,7.3,164,4.8,30.530303478240967
