name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.7,131,3.9,30.319958448410034
Trent Alexander-Arnold,Liverpool,DEF,8.4,114,4.8,30.319958448410034
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,30.319958448410034
Pedro Porro,Spurs,DEF,5.8,110,3.8,30.319958448410034
John Stones,Man City,DEF,5.3,52,3.5,30.319958448410034
Cole Palmer,Chelsea,MID,6.2,207,7.4,30.319958448410034
Son Heung-min,Spurs,MID,9.9,186,6.4,30.319958448410034
Bukayo Saka,Arsenal,MID,9.0,202,6.3,30.319958448410034
Bruno Borges Fernandes,Man Utd,MID,8.4,157,4.9,30.319958448410034
Alexander Isak,Newcastle,FWD,8.2,134,5.4,30.319958448410034
Jean-Philippe Mateta,Crystal Palace,FWD,5.1,128,4.1,30.319958448410034
