name,team,position,value,total_points,points_per_game,elapsed
Alphonse Areola,West Ham,GK,4.2,106,3.9,30.477015733718872
Benjamin White,Arsenal,DEF,6.0,167,5.1,30.477015733718872
William Saliba,Arsenal,DEF,5.9,146,4.3,30.477015733718872
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,30.477015733718872
Fabian Schär,Newcastle,DEF,5.7,121,3.7,30.477015733718872
Cole Palmer,Chelsea,MID,6.2,207,7.4,30.477015733718872
Mohamed Salah,Liverpool,MID,13.6,189,6.8,30.477015733718872
Son Heung-min,Spurs,MID,9.9,186,6.4,30.477015733718872
Michael Olise,Crystal Palace,MID,5.6,89,5.9,30.477015733718872
Alexander Isak,Newcastle,FWD,8.2,134,5.4,30.477015733718872
Carlton Morris,Luton,FWD,4.8,131,3.9,30.477015733718872
