name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.7,131,3.9,30.54142189025879
Trent Alexander-Arnold,Liverpool,DEF,8.4,114,4.8,30.54142189025879
William Saliba,Arsenal,DEF,5.9,146,4.3,30.54142189025879
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,30.54142189025879
Pedro Porro,Spurs,DEF,5.8,110,3.8,30.54142189025879
Mohamed Salah,Liverpool,MID,13.6,189,6.8,30.54142189025879
Michael Olise,Crystal Palace,MID,5.6,89,5.9,30.54142189025879
Bruno Borges Fernandes,Man Utd,MID,8.4,157,4.9,30.54142189025879
Pascal Groß,Brighton,MID,6.2,143,4.6,30.54142189025879
Ollie Watkins,Aston Villa,FWD,9.0,217,6.6,30.54142189025879
Chris Wood,Nott'm Forest,FWD,4.8,112,4.1,30.54142189025879
