name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.7,131,3.9,30.53180766105652
Benjamin White,Arsenal,DEF,6.0,167,5.1,30.53180766105652
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,133,4.2,30.53180766105652
Pedro Porro,Spurs,DEF,5.8,110,3.8,30.53180766105652
Fabian Schär,Newcastle,DEF,5.7,121,3.7,30.53180766105652
Cole Palmer,Chelsea,MID,6.2,207,7.4,30.53180766105652
Mohamed Salah,Liverpool,MID,13.6,189,6.8,30.53180766105652
Kevin De Bruyne,Man City,MID,10.4,71,5.5,30.53180766105652
Bryan Mbeumo,Brentford,MID,6.8,109,5.2,30.53180766105652
Jean-Philippe Mateta,Crystal Palace,FWD,5.1,128,4.1,30.53180766105652
David Datro Fofana,Burnley,FWD,5.0,47,3.9,30.53180766105652
