name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.7,131,3.9,30.536253690719604
Benjamin White,Arsenal,DEF,6.0,167,5.1,30.536253690719604
Trent Alexander-Arnold,Liverpool,DEF,8.4,114,4.8,30.536253690719604
William Saliba,Arsenal,DEF,5.9,146,4.3,30.536253690719604
Pedro Porro,Spurs,DEF,5.8,110,3.8,30.536253690719604
Mohamed Salah,Liverpool,MID,13.6,189,6.8,30.536253690719604
Bryan Mbeumo,Brentford,MID,6.8,109,5.2,30.536253690719604
Anthony Gordon,Newcastle,MID,6.2,159,5.1,30.536253690719604
Bruno Borges Fernandes,Man Utd,MID,8.4,157,4.9,30.536253690719604
Rodrigo Muniz Carvalho,Fulham,FWD,4.5,86,3.9,30.536253690719604
David Datro Fofana,Burnley,FWD,5.0,47,3.9,30.536253690719604
