name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.7,131,3.9,30.929774284362793
Benjamin White,Arsenal,DEF,6.0,167,5.1,30.929774284362793
William Saliba,Arsenal,DEF,5.9,146,4.3,30.929774284362793
Pedro Porro,Spurs,DEF,5.8,110,3.8,30.929774284362793
Nathan Aké,Man City,DEF,5.0,89,3.6,30.929774284362793
Son Heung-min,Spurs,MID,9.9,186,6.4,30.929774284362793
Michael Olise,Crystal Palace,MID,5.6,89,5.9,30.929774284362793
Kevin De Bruyne,Man City,MID,10.4,71,5.5,30.929774284362793
Bruno Borges Fernandes,Man Utd,MID,8.4,157,4.9,30.929774284362793
Alexander Isak,Newcastle,FWD,8.2,134,5.4,30.929774284362793
Chris Wood,Nott'm Forest,FWD,4.8,112,4.1,30.929774284362793
