name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.7,131,3.9,30.48548150062561
Benjamin White,Arsenal,DEF,6.0,167,5.1,30.48548150062561
Trent Alexander-Arnold,Liverpool,DEF,8.4,114,4.8,30.48548150062561
Fabian Schär,Newcastle,DEF,5.7,121,3.7,30.48548150062561
Kyle Walker,Man City,DEF,5.3,98,3.6,30.48548150062561
Mohamed Salah,Liverpool,MID,13.6,189,6.8,30.48548150062561
Martin Ødegaard,Arsenal,MID,8.6,168,5.4,30.48548150062561
Bryan Mbeumo,Brentford,MID,6.8,109,5.2,30.48548150062561
Bruno Borges Fernandes,Man Utd,MID,8.4,157,4.9,30.48548150062561
Carlton Morris,Luton,FWD,4.8,131,3.9,30.48548150062561
Rodrigo Muniz Carvalho,Fulham,FWD,4.5,86,3.9,30.48548150062561
