name,team,position,value,total_points,points_per_game,elapsed
David Raya Martin,Arsenal,GK,5.2,121,4.3,30.369853258132935
Trent Alexander-Arnold,Liverpool,DEF,8.4,114,4.8,30.369853258132935
William Saliba,Arsenal,DEF,5.9,146,4.3,30.369853258132935
Fabian Schär,Newcastle,DEF,5.7,121,3.7,30.369853258132935
John Stones,Man City,DEF,5.3,52,3.5,30.369853258132935
Mohamed Salah,Liverpool,MID,13.6,189,6.8,30.369853258132935
Son Heung-min,Spurs,MID,9.9,186,6.4,30.369853258132935
Michael Olise,Crystal Palace,MID,5.6,89,5.9,30.369853258132935
Douglas Luiz Soares de Paulo,Aston Villa,MID,5.4,142,4.6,30.369853258132935
Dominic Solanke,Bournemouth,FWD,7.3,164,4.8,30.369853258132935
Chris Wood,Nott'm Forest,FWD,4.8,112,4.1,30.369853258132935
