name,team,position,value,total_points,points_per_game,elapsed
David Raya Martin,Arsenal,GK,5.2,121,4.3,30.422049522399902
Trent Alexander-Arnold,Liverpool,DEF,8.4,114,4.8,30.422049522399902
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,133,4.2,30.422049522399902
Fabian Schär,Newcastle,DEF,5.7,121,3.7,30.422049522399902
John Stones,Man City,DEF,5.3,52,3.5,30.422049522399902
Mohamed Salah,Liverpool,MID,13.6,189,6.8,30.422049522399902
Phil Foden,Man City,MID,8.3,199,6.4,30.422049522399902
Bryan Mbeumo,Brentford,MID,6.8,109,5.2,30.422049522399902
Douglas Luiz Soares de Paulo,Aston Villa,MID,5.4,142,4.6,30.422049522399902
Dominic Solanke,Bournemouth,FWD,7.3,164,4.8,30.422049522399902
Chris Wood,Nott'm Forest,FWD,4.8,112,4.1,30.422049522399902
