name,team,position,value,total_points,points_per_game,elapsed
Alisson Ramses Becker,Liverpool,GK,5.7,95,4.0,30.703158378601074
Benjamin White,Arsenal,DEF,6.0,167,5.1,30.703158378601074
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,30.703158378601074
Fabian Schär,Newcastle,DEF,5.7,121,3.7,30.703158378601074
John Stones,Man City,DEF,5.3,52,3.5,30.703158378601074
Cole Palmer,Chelsea,MID,6.2,207,7.4,30.703158378601074
Mohamed Salah,Liverpool,MID,13.6,189,6.8,30.703158378601074
Son Heung-min,Spurs,MID,9.9,186,6.4,30.703158378601074
Bryan Mbeumo,Brentford,MID,6.8,109,5.2,30.703158378601074
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,121,4.3,30.703158378601074
Jean-Philippe Mateta,Crystal Palace,FWD,5.1,128,4.1,30.703158378601074
