name,team,position,value,total_points,points_per_game,elapsed
Alisson Ramses Becker,Liverpool,GK,5.7,95,4.0,30.807191610336304
William Saliba,Arsenal,DEF,5.9,146,4.3,30.807191610336304
Fabian Schär,Newcastle,DEF,5.7,121,3.7,30.807191610336304
Nathan Aké,Man City,DEF,5.0,89,3.6,30.807191610336304
Cristian Romero,Spurs,DEF,5.1,91,3.4,30.807191610336304
Cole Palmer,Chelsea,MID,6.2,207,7.4,30.807191610336304
Mohamed Salah,Liverpool,MID,13.6,189,6.8,30.807191610336304
Bruno Borges Fernandes,Man Utd,MID,8.4,157,4.9,30.807191610336304
Douglas Luiz Soares de Paulo,Aston Villa,MID,5.4,142,4.6,30.807191610336304
Alexander Isak,Newcastle,FWD,8.2,134,5.4,30.807191610336304
Dominic Solanke,Bournemouth,FWD,7.3,164,4.8,30.807191610336304
