name,team,position,value,total_points,points_per_game,elapsed
Alisson Ramses Becker,Liverpool,GK,5.7,95,4.0,31.157337427139282
William Saliba,Arsenal,DEF,5.9,146,4.3,31.157337427139282
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,31.157337427139282
Fabian Schär,Newcastle,DEF,5.7,121,3.7,31.157337427139282
Nathan Aké,Man City,DEF,5.0,89,3.6,31.157337427139282
Cole Palmer,Chelsea,MID,6.2,207,7.4,31.157337427139282
Mohamed Salah,Liverpool,MID,13.6,189,6.8,31.157337427139282
Michael Olise,Crystal Palace,MID,5.6,89,5.9,31.157337427139282
Bryan Mbeumo,Brentford,MID,6.8,109,5.2,31.157337427139282
Ollie Watkins,Aston Villa,FWD,9.0,217,6.6,31.157337427139282
Alexander Isak,Newcastle,FWD,8.2,134,5.4,31.157337427139282
