name,team,position,value,total_points,points_per_game,elapsed
Alisson Ramses Becker,Liverpool,GK,5.7,95,4.0,30.080652713775635
Benjamin White,Arsenal,DEF,6.0,167,5.1,30.080652713775635
Trent Alexander-Arnold,Liverpool,DEF,8.4,114,4.8,30.080652713775635
Jakub Kiwior,Arsenal,DEF,4.3,65,3.6,30.080652713775635
Manuel Akanji,Man City,DEF,5.0,88,3.5,30.080652713775635
Mohamed Salah,Liverpool,MID,13.6,189,6.8,30.080652713775635
Son Heung-min,Spurs,MID,9.9,186,6.4,30.080652713775635
Bruno Borges Fernandes,Man Utd,MID,8.4,157,4.9,30.080652713775635
Douglas Luiz Soares de Paulo,Aston Villa,MID,5.4,142,4.6,30.080652713775635
Alexander Isak,Newcastle,FWD,8.2,134,5.4,30.080652713775635
Rodrigo Muniz Carvalho,Fulham,FWD,4.5,86,3.9,30.080652713775635
