name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.7,131,3.9,30.36300539970398
Trent Alexander-Arnold,Liverpool,DEF,8.4,114,4.8,30.36300539970398
William Saliba,Arsenal,DEF,5.9,146,4.3,30.36300539970398
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,133,4.2,30.36300539970398
Pedro Porro,Spurs,DEF,5.8,110,3.8,30.36300539970398
Cole Palmer,Chelsea,MID,6.2,207,7.4,30.36300539970398
Mohamed Salah,Liverpool,MID,13.6,189,6.8,30.36300539970398
Bryan Mbeumo,Brentford,MID,6.8,109,5.2,30.36300539970398
Bruno Borges Fernandes,Man Utd,MID,8.4,157,4.9,30.36300539970398
Ollie Watkins,Aston Villa,FWD,9.0,217,6.6,30.36300539970398
Carlton Morris,Luton,FWD,4.8,131,3.9,30.36300539970398
