name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.7,131,3.9,30.28682804107666
Trent Alexander-Arnold,Liverpool,DEF,8.4,114,4.8,30.28682804107666
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,133,4.2,30.28682804107666
Pedro Porro,Spurs,DEF,5.8,110,3.8,30.28682804107666
Fabian Schär,Newcastle,DEF,5.7,121,3.7,30.28682804107666
Cole Palmer,Chelsea,MID,6.2,207,7.4,30.28682804107666
Mohamed Salah,Liverpool,MID,13.6,189,6.8,30.28682804107666
Douglas Luiz Soares de Paulo,Aston Villa,MID,5.4,142,4.6,30.28682804107666
Pascal Groß,Brighton,MID,6.2,143,4.6,30.28682804107666
Ollie Watkins,Aston Villa,FWD,9.0,217,6.6,30.28682804107666
Dominic Solanke,Bournemouth,FWD,7.3,164,4.8,30.28682804107666
