name,team,position,value,total_points,points_per_game,elapsed
David Raya Martin,Arsenal,GK,5.2,121,4.3,31.365301847457886
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,133,4.2,31.365301847457886
Pedro Porro,Spurs,DEF,5.8,110,3.8,31.365301847457886
Fabian Schär,Newcastle,DEF,5.7,121,3.7,31.365301847457886
Nathan Aké,Man City,DEF,5.0,89,3.6,31.365301847457886
Mohamed Salah,Liverpool,MID,13.6,189,6.8,31.365301847457886
Michael Olise,Crystal Palace,MID,5.6,89,5.9,31.365301847457886
Bryan Mbeumo,Brentford,MID,6.8,109,5.2,31.365301847457886
Bruno Borges Fernandes,Man Utd,MID,8.4,157,4.9,31.365301847457886
Ollie Watkins,Aston Villa,FWD,9.0,217,6.6,31.365301847457886
Nicolas Jackson,Chelsea,FWD,6.9,109,3.8,31.365301847457886
