name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.7,131,3.9,30.667075157165527
Trent Alexander-Arnold,Liverpool,DEF,8.4,114,4.8,30.667075157165527
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,30.667075157165527
Pedro Porro,Spurs,DEF,5.8,110,3.8,30.667075157165527
Jakub Kiwior,Arsenal,DEF,4.3,65,3.6,30.667075157165527
Mohamed Salah,Liverpool,MID,13.6,189,6.8,30.667075157165527
Bruno Borges Fernandes,Man Utd,MID,8.4,157,4.9,30.667075157165527
Pascal Groß,Brighton,MID,6.2,143,4.6,30.667075157165527
James Maddison,Spurs,MID,7.8,101,4.6,30.667075157165527
Dominic Solanke,Bournemouth,FWD,7.3,164,4.8,30.667075157165527
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,121,4.3,30.667075157165527
