name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.7,131,3.9,30.58899974822998
Trent Alexander-Arnold,Liverpool,DEF,8.4,114,4.8,30.58899974822998
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,133,4.2,30.58899974822998
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,30.58899974822998
Jakub Kiwior,Arsenal,DEF,4.3,65,3.6,30.58899974822998
Cole Palmer,Chelsea,MID,6.2,207,7.4,30.58899974822998
Mohamed Salah,Liverpool,MID,13.6,189,6.8,30.58899974822998
Son Heung-min,Spurs,MID,9.9,186,6.4,30.58899974822998
Bryan Mbeumo,Brentford,MID,6.8,109,5.2,30.58899974822998
Alexander Isak,Newcastle,FWD,8.2,134,5.4,30.58899974822998
Dominic Solanke,Bournemouth,FWD,7.3,164,4.8,30.58899974822998
