name,team,position,value,total_points,points_per_game,elapsed
David Raya Martin,Arsenal,GK,5.2,122,4.2,3.277984380722046
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.6,3.277984380722046
Kyle Walker,Man City,DEF,5.4,106,3.8,3.277984380722046
Joško Gvardiol,Man City,DEF,5.0,88,3.7,3.277984380722046
Pedro Porro,Spurs,DEF,5.8,112,3.6,3.277984380722046
Cole Palmer,Chelsea,MID,6.2,215,7.2,3.277984380722046
Bukayo Saka,Arsenal,MID,9.0,214,6.5,3.277984380722046
Michael Olise,Crystal Palace,MID,5.6,91,5.7,3.277984380722046
Anthony Gordon,Newcastle,MID,6.3,169,5.3,3.277984380722046
Erling Haaland,Man City,FWD,14.1,179,6.6,3.277984380722046
Nicolas Jackson,Chelsea,FWD,6.9,117,3.8,3.277984380722046
