name,team,position,value,total_points,points_per_game,elapsed
David Raya Martin,Arsenal,GK,5.2,122,4.2,3.296156406402588
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.6,3.296156406402588
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,134,4.1,3.296156406402588
Kyle Walker,Man City,DEF,5.4,106,3.8,3.296156406402588
Pedro Porro,Spurs,DEF,5.8,112,3.6,3.296156406402588
Mohamed Salah,Liverpool,MID,13.5,190,6.6,3.296156406402588
Martin Ødegaard,Arsenal,MID,8.6,170,5.3,3.296156406402588
Bryan Mbeumo,Brentford,MID,6.8,110,5.0,3.296156406402588
Douglas Luiz Soares de Paulo,Aston Villa,MID,5.4,143,4.5,3.296156406402588
Alexander Isak,Newcastle,FWD,8.3,147,5.7,3.296156406402588
Dominic Solanke,Bournemouth,FWD,7.2,166,4.7,3.296156406402588
