name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,141,4.0,3.2643356323242188
Benjamin White,Arsenal,DEF,6.1,168,4.9,3.2643356323242188
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,3.2643356323242188
Manuel Akanji,Man City,DEF,5.0,96,3.7,3.2643356323242188
Nathan Aké,Man City,DEF,5.0,95,3.7,3.2643356323242188
Son Heung-min,Spurs,MID,9.9,195,6.3,3.2643356323242188
Jarrod Bowen,West Ham,MID,7.6,178,5.6,3.2643356323242188
Bryan Mbeumo,Brentford,MID,6.8,110,5.0,3.2643356323242188
Douglas Luiz Soares de Paulo,Aston Villa,MID,5.4,143,4.5,3.2643356323242188
Erling Haaland,Man City,FWD,14.1,179,6.6,3.2643356323242188
Ollie Watkins,Aston Villa,FWD,9.0,219,6.4,3.2643356323242188
