name,team,position,value,total_points,points_per_game,elapsed
Alisson Ramses Becker,Liverpool,GK,5.7,98,3.9,3.2856228351593018
Benjamin White,Arsenal,DEF,6.1,168,4.9,3.2856228351593018
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.6,3.2856228351593018
Manuel Akanji,Man City,DEF,5.0,96,3.7,3.2856228351593018
Jarrad Branthwaite,Everton,DEF,4.4,112,3.5,3.2856228351593018
Cole Palmer,Chelsea,MID,6.2,215,7.2,3.2856228351593018
Mohamed Salah,Liverpool,MID,13.5,190,6.6,3.2856228351593018
Kevin De Bruyne,Man City,MID,10.5,82,5.9,3.2856228351593018
Douglas Luiz Soares de Paulo,Aston Villa,MID,5.4,143,4.5,3.2856228351593018
Ollie Watkins,Aston Villa,FWD,9.0,219,6.4,3.2856228351593018
Dominic Solanke,Bournemouth,FWD,7.2,166,4.7,3.2856228351593018
