name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,141,4.0,3.2843127250671387
Benjamin White,Arsenal,DEF,6.1,168,4.9,3.2843127250671387
Manuel Akanji,Man City,DEF,5.0,96,3.7,3.2843127250671387
Jarrad Branthwaite,Everton,DEF,4.4,112,3.5,3.2843127250671387
Marcos Senesi,Bournemouth,DEF,4.4,97,3.5,3.2843127250671387
Mohamed Salah,Liverpool,MID,13.5,190,6.6,3.2843127250671387
Michael Olise,Crystal Palace,MID,5.6,91,5.7,3.2843127250671387
Jarrod Bowen,West Ham,MID,7.6,178,5.6,3.2843127250671387
Kai Havertz,Arsenal,MID,7.5,163,4.8,3.2843127250671387
Ollie Watkins,Aston Villa,FWD,9.0,219,6.4,3.2843127250671387
Darwin Núñez Ribeiro,Liverpool,FWD,7.6,129,3.9,3.2843127250671387
