name,team,position,value,total_points,points_per_game,elapsed
Alisson Ramses Becker,Liverpool,GK,5.7,98,3.9,3.2771918773651123
Benjamin White,Arsenal,DEF,6.1,168,4.9,3.2771918773651123
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.6,3.2771918773651123
Joško Gvardiol,Man City,DEF,5.0,88,3.7,3.2771918773651123
Jarrad Branthwaite,Everton,DEF,4.4,112,3.5,3.2771918773651123
Son Heung-min,Spurs,MID,9.9,195,6.3,3.2771918773651123
Michael Olise,Crystal Palace,MID,5.6,91,5.7,3.2771918773651123
Jarrod Bowen,West Ham,MID,7.6,178,5.6,3.2771918773651123
Kai Havertz,Arsenal,MID,7.5,163,4.8,3.2771918773651123
Ollie Watkins,Aston Villa,FWD,9.0,219,6.4,3.2771918773651123
Alexander Isak,Newcastle,FWD,8.3,147,5.7,3.2771918773651123
