name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,141,4.0,3.3292744159698486
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,134,4.1,3.3292744159698486
Manuel Akanji,Man City,DEF,5.0,96,3.7,3.3292744159698486
Pedro Porro,Spurs,DEF,5.8,112,3.6,3.3292744159698486
Marcos Senesi,Bournemouth,DEF,4.4,97,3.5,3.3292744159698486
Mohamed Salah,Liverpool,MID,13.5,190,6.6,3.3292744159698486
Bukayo Saka,Arsenal,MID,9.0,214,6.5,3.3292744159698486
Phil Foden,Man City,MID,8.4,199,6.4,3.3292744159698486
Kevin De Bruyne,Man City,MID,10.5,82,5.9,3.3292744159698486
Dominic Solanke,Bournemouth,FWD,7.2,166,4.7,3.3292744159698486
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,126,4.3,3.3292744159698486
