name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,141,4.0,3.276658535003662
Benjamin White,Arsenal,DEF,6.1,168,4.9,3.276658535003662
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.6,3.276658535003662
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,134,4.1,3.276658535003662
Joško Gvardiol,Man City,DEF,5.0,88,3.7,3.276658535003662
Cole Palmer,Chelsea,MID,6.2,215,7.2,3.276658535003662
Son Heung-min,Spurs,MID,9.9,195,6.3,3.276658535003662
Kevin De Bruyne,Man City,MID,10.5,82,5.9,3.276658535003662
Douglas Luiz Soares de Paulo,Aston Villa,MID,5.4,143,4.5,3.276658535003662
Alexander Isak,Newcastle,FWD,8.3,147,5.7,3.276658535003662
Chris Wood,Nott'm Forest,FWD,4.8,114,4.1,3.276658535003662
