name,team,position,value,total_points,points_per_game,elapsed
David Raya Martin,Arsenal,GK,5.2,122,4.2,3.3522403240203857
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.6,3.3522403240203857
Nathan Aké,Man City,DEF,5.0,95,3.7,3.3522403240203857
Jarrad Branthwaite,Everton,DEF,4.4,112,3.5,3.3522403240203857
Jakub Kiwior,Arsenal,DEF,4.2,66,3.5,3.3522403240203857
Mohamed Salah,Liverpool,MID,13.5,190,6.6,3.3522403240203857
Son Heung-min,Spurs,MID,9.9,195,6.3,3.3522403240203857
Michael Olise,Crystal Palace,MID,5.6,91,5.7,3.3522403240203857
Jarrod Bowen,West Ham,MID,7.6,178,5.6,3.3522403240203857
Alexander Isak,Newcastle,FWD,8.3,147,5.7,3.3522403240203857
Chris Wood,Nott'm Forest,FWD,4.8,114,4.1,3.3522403240203857
