name,team,position,value,total_points,points_per_game,elapsed
Alisson Ramses Becker,Liverpool,GK,5.7,98,3.9,3.272379159927368
Benjamin White,Arsenal,DEF,6.1,168,4.9,3.272379159927368
William Saliba,Arsenal,DEF,5.9,147,4.2,3.272379159927368
Kyle Walker,Man City,DEF,5.4,106,3.8,3.272379159927368
Joško Gvardiol,Man City,DEF,5.0,88,3.7,3.272379159927368
Mohamed Salah,Liverpool,MID,13.5,190,6.6,3.272379159927368
Michael Olise,Crystal Palace,MID,5.6,91,5.7,3.272379159927368
Martin Ødegaard,Arsenal,MID,8.6,170,5.3,3.272379159927368
Bryan Mbeumo,Brentford,MID,6.8,110,5.0,3.272379159927368
Ollie Watkins,Aston Villa,FWD,9.0,219,6.4,3.272379159927368
Chris Wood,Nott'm Forest,FWD,4.8,114,4.1,3.272379159927368
