name,team,position,value,total_points,points_per_game,elapsed
Alisson Ramses Becker,Liverpool,GK,5.7,98,3.9,3.2848987579345703
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.6,3.2848987579345703
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,3.2848987579345703
Pedro Porro,Spurs,DEF,5.8,112,3.6,3.2848987579345703
Marcos Senesi,Bournemouth,DEF,4.4,97,3.5,3.2848987579345703
Cole Palmer,Chelsea,MID,6.2,215,7.2,3.2848987579345703
Phil Foden,Man City,MID,8.4,199,6.4,3.2848987579345703
Jarrod Bowen,West Ham,MID,7.6,178,5.6,3.2848987579345703
Bryan Mbeumo,Brentford,MID,6.8,110,5.0,3.2848987579345703
Alexander Isak,Newcastle,FWD,8.3,147,5.7,3.2848987579345703
Darwin Núñez Ribeiro,Liverpool,FWD,7.6,129,3.9,3.2848987579345703
