name,team,position,value,total_points,points_per_game,elapsed
David Raya Martin,Arsenal,GK,5.2,122,4.2,3.2736446857452393
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.6,3.2736446857452393
Pedro Porro,Spurs,DEF,5.8,112,3.6,3.2736446857452393
Jarrad Branthwaite,Everton,DEF,4.4,112,3.5,3.2736446857452393
John Stones,Man City,DEF,5.3,52,3.5,3.2736446857452393
Cole Palmer,Chelsea,MID,6.2,215,7.2,3.2736446857452393
Son Heung-min,Spurs,MID,9.9,195,6.3,3.2736446857452393
Jarrod Bowen,West Ham,MID,7.6,178,5.6,3.2736446857452393
Anthony Gordon,Newcastle,MID,6.3,169,5.3,3.2736446857452393
Erling Haaland,Man City,FWD,14.1,179,6.6,3.2736446857452393
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,126,4.3,3.2736446857452393
