name,team,position,value,total_points,points_per_game,elapsed
David Raya Martin,Arsenal,GK,5.2,122,4.2,3.2678210735321045
William Saliba,Arsenal,DEF,5.9,147,4.2,3.2678210735321045
Joško Gvardiol,Man City,DEF,5.0,88,3.7,3.2678210735321045
Pedro Porro,Spurs,DEF,5.8,112,3.6,3.2678210735321045
Marcos Senesi,Bournemouth,DEF,4.4,97,3.5,3.2678210735321045
Mohamed Salah,Liverpool,MID,13.5,190,6.6,3.2678210735321045
Bukayo Saka,Arsenal,MID,9.0,214,6.5,3.2678210735321045
Jarrod Bowen,West Ham,MID,7.6,178,5.6,3.2678210735321045
Kai Havertz,Arsenal,MID,7.5,163,4.8,3.2678210735321045
Rodrigo Muniz Carvalho,Fulham,FWD,4.5,92,4.0,3.2678210735321045
Nicolas Jackson,Chelsea,FWD,6.9,117,3.8,3.2678210735321045
