name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,141,4.0,3.286231756210327
Benjamin White,Arsenal,DEF,6.1,168,4.9,3.286231756210327
William Saliba,Arsenal,DEF,5.9,147,4.2,3.286231756210327
Nathan Aké,Man City,DEF,5.0,95,3.7,3.286231756210327
Jarrad Branthwaite,Everton,DEF,4.4,112,3.5,3.286231756210327
Mohamed Salah,Liverpool,MID,13.5,190,6.6,3.286231756210327
Phil Foden,Man City,MID,8.4,199,6.4,3.286231756210327
Jarrod Bowen,West Ham,MID,7.6,178,5.6,3.286231756210327
Anthony Gordon,Newcastle,MID,6.3,169,5.3,3.286231756210327
Ollie Watkins,Aston Villa,FWD,9.0,219,6.4,3.286231756210327
Dominic Solanke,Bournemouth,FWD,7.2,166,4.7,3.286231756210327
