name,team,position,value,total_points,points_per_game,elapsed
Alisson Ramses Becker,Liverpool,GK,5.7,98,3.9,3.2938411235809326
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.6,3.2938411235809326
William Saliba,Arsenal,DEF,5.9,147,4.2,3.2938411235809326
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,134,4.1,3.2938411235809326
Kyle Walker,Man City,DEF,5.4,106,3.8,3.2938411235809326
Son Heung-min,Spurs,MID,9.9,195,6.3,3.2938411235809326
Michael Olise,Crystal Palace,MID,5.6,91,5.7,3.2938411235809326
Bryan Mbeumo,Brentford,MID,6.8,110,5.0,3.2938411235809326
Douglas Luiz Soares de Paulo,Aston Villa,MID,5.4,143,4.5,3.2938411235809326
Alexander Isak,Newcastle,FWD,8.3,147,5.7,3.2938411235809326
Dominic Solanke,Bournemouth,FWD,7.2,166,4.7,3.2938411235809326
