name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,141,4.0,3.2627997398376465
Benjamin White,Arsenal,DEF,6.1,168,4.9,3.2627997398376465
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,134,4.1,3.2627997398376465
Jarrad Branthwaite,Everton,DEF,4.4,112,3.5,3.2627997398376465
John Stones,Man City,DEF,5.3,52,3.5,3.2627997398376465
Mohamed Salah,Liverpool,MID,13.5,190,6.6,3.2627997398376465
Jarrod Bowen,West Ham,MID,7.6,178,5.6,3.2627997398376465
Anthony Gordon,Newcastle,MID,6.3,169,5.3,3.2627997398376465
Bryan Mbeumo,Brentford,MID,6.8,110,5.0,3.2627997398376465
Ollie Watkins,Aston Villa,FWD,9.0,219,6.4,3.2627997398376465
Dominic Solanke,Bournemouth,FWD,7.2,166,4.7,3.2627997398376465
