name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,141,4.0,3.2643423080444336
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.6,3.2643423080444336
William Saliba,Arsenal,DEF,5.9,147,4.2,3.2643423080444336
Manuel Akanji,Man City,DEF,5.0,96,3.7,3.2643423080444336
Pedro Porro,Spurs,DEF,5.8,112,3.6,3.2643423080444336
Son Heung-min,Spurs,MID,9.9,195,6.3,3.2643423080444336
Jarrod Bowen,West Ham,MID,7.6,178,5.6,3.2643423080444336
Anthony Gordon,Newcastle,MID,6.3,169,5.3,3.2643423080444336
Bryan Mbeumo,Brentford,MID,6.8,110,5.0,3.2643423080444336
Ollie Watkins,Aston Villa,FWD,9.0,219,6.4,3.2643423080444336
Julián Álvarez,Man City,FWD,6.4,147,4.5,3.2643423080444336
