name,team,position,value,total_points,points_per_game,elapsed
Alphonse Areola,West Ham,GK,4.2,107,3.8,3.282662868499756
William Saliba,Arsenal,DEF,5.9,147,4.2,3.282662868499756
Kyle Walker,Man City,DEF,5.4,106,3.8,3.282662868499756
Pedro Porro,Spurs,DEF,5.8,112,3.6,3.282662868499756
Jakub Kiwior,Arsenal,DEF,4.2,66,3.5,3.282662868499756
Cole Palmer,Chelsea,MID,6.2,215,7.2,3.282662868499756
Mohamed Salah,Liverpool,MID,13.5,190,6.6,3.282662868499756
Phil Foden,Man City,MID,8.4,199,6.4,3.282662868499756
Kai Havertz,Arsenal,MID,7.5,163,4.8,3.282662868499756
Alexander Isak,Newcastle,FWD,8.3,147,5.7,3.282662868499756
Darwin Núñez Ribeiro,Liverpool,FWD,7.6,129,3.9,3.282662868499756
