name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,141,4.0,3.2856805324554443
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,134,4.1,3.2856805324554443
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,3.2856805324554443
Pedro Porro,Spurs,DEF,5.8,112,3.6,3.2856805324554443
Marcos Senesi,Bournemouth,DEF,4.4,97,3.5,3.2856805324554443
Mohamed Salah,Liverpool,MID,13.5,190,6.6,3.2856805324554443
Bukayo Saka,Arsenal,MID,9.0,214,6.5,3.2856805324554443
Phil Foden,Man City,MID,8.4,199,6.4,3.2856805324554443
Anthony Gordon,Newcastle,MID,6.3,169,5.3,3.2856805324554443
Ollie Watkins,Aston Villa,FWD,9.0,219,6.4,3.2856805324554443
David Datro Fofana,Burnley,FWD,5.0,48,3.7,3.2856805324554443
