name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,141,4.0,3.3109052181243896
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,134,4.1,3.3109052181243896
Kyle Walker,Man City,DEF,5.4,106,3.8,3.3109052181243896
Manuel Akanji,Man City,DEF,5.0,96,3.7,3.3109052181243896
Joško Gvardiol,Man City,DEF,5.0,88,3.7,3.3109052181243896
Cole Palmer,Chelsea,MID,6.2,215,7.2,3.3109052181243896
Mohamed Salah,Liverpool,MID,13.5,190,6.6,3.3109052181243896
Michael Olise,Crystal Palace,MID,5.6,91,5.7,3.3109052181243896
Jarrod Bowen,West Ham,MID,7.6,178,5.6,3.3109052181243896
Ollie Watkins,Aston Villa,FWD,9.0,219,6.4,3.3109052181243896
Alexander Isak,Newcastle,FWD,8.3,147,5.7,3.3109052181243896
