name,team,position,value,total_points,points_per_game,elapsed
Alisson Ramses Becker,Liverpool,GK,5.7,98,3.9,3.2983546257019043
William Saliba,Arsenal,DEF,5.9,147,4.2,3.2983546257019043
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,134,4.1,3.2983546257019043
Manuel Akanji,Man City,DEF,5.0,96,3.7,3.2983546257019043
Marcos Senesi,Bournemouth,DEF,4.4,97,3.5,3.2983546257019043
Mohamed Salah,Liverpool,MID,13.5,190,6.6,3.2983546257019043
Kevin De Bruyne,Man City,MID,10.5,82,5.9,3.2983546257019043
Jarrod Bowen,West Ham,MID,7.6,178,5.6,3.2983546257019043
Bryan Mbeumo,Brentford,MID,6.8,110,5.0,3.2983546257019043
Jean-Philippe Mateta,Crystal Palace,FWD,5.1,130,4.1,3.2983546257019043
Nicolas Jackson,Chelsea,FWD,6.9,117,3.8,3.2983546257019043
