name,team,position,value,total_points,points_per_game,elapsed
David Raya Martin,Arsenal,GK,5.2,122,4.2,3.266547203063965
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.6,3.266547203063965
Manuel Akanji,Man City,DEF,5.0,96,3.7,3.266547203063965
Nathan Aké,Man City,DEF,5.0,95,3.7,3.266547203063965
Jakub Kiwior,Arsenal,DEF,4.2,66,3.5,3.266547203063965
Cole Palmer,Chelsea,MID,6.2,215,7.2,3.266547203063965
Son Heung-min,Spurs,MID,9.9,195,6.3,3.266547203063965
Michael Olise,Crystal Palace,MID,5.6,91,5.7,3.266547203063965
Jarrod Bowen,West Ham,MID,7.6,178,5.6,3.266547203063965
Ollie Watkins,Aston Villa,FWD,9.0,219,6.4,3.266547203063965
Alexander Isak,Newcastle,FWD,8.3,147,5.7,3.266547203063965
